Raw_tweets,tokenized_cleaned_tweets,tokenized_sentence_tweets,Polarity,Subjectivity,Distance_tweets
"@SkySportsF1 The @fia could use tonights awards ceremony to start a full  and frank discussion with the #F1 community. Everyone will be there. By their own Sporting Regulations 13.8.2 they cannot award prizes if @MercedesAMGF1 appeal
@redbullracing @f1 @tiff_tv @HillF1 @MBrundleF1 @F1_Jordan","['could', 'use', 'tonights', 'awards', 'ceremony', 'start', 'full', 'frank', 'discussion', 'f1', 'community', 'everyone', 'sporting', 'regulations', '13.8.2', 'award', 'prizes', 'appeal']","[' The  could use tonights awards ceremony to start a full  and frank discussion with the #F1 community.', 'Everyone will be there.', 'By their own Sporting Regulations 13.8.2 they cannot award prizes if  appeal']",0.475,0.775,"['skysportsf1', 'fia', 'could', 'use', 'tonights', 'awards', 'ceremony', 'start', 'full', 'frank', 'discussion', 'f1', 'community', 'everyone', 'sporting', 'regulations', '13.8.2', 'award', 'prizes', 'mercedesamgf1', 'appeal', 'redbullracing', 'f1', 'tiff_tv', 'hillf1', 'mbrundlef1', 'f1_jordan']"
My Goal is to do all F1 Circuits by 2025!,"['goal', 'f1', 'circuits', '2025']",['My Goal is to do all F1 Circuits by 2025!'],0.0,0.0,"['goal', 'f1', 'circuits', '2025']"
"Beat:F1, HARASSMENT, THREATS at 23XX BLOCK OF SW WEBSTER ST reported on 12/15/2021 11:37 PM, Call# 21000330824","['beat', ':', 'f1', 'harassment', 'threats', '23xx', 'block', 'sw', 'webster', 'st', 'reported', '12/15/2021', '11:37', 'pm', 'call', '21000330824']","['Beat:F1, HARASSMENT, THREATS at 23XX BLOCK OF SW WEBSTER ST reported on 12/15/2021 11:37 PM, Call# 21000330824']",0.0,0.0,"['beat', ':', 'f1', 'harassment', 'threats', '23xx', 'block', 'sw', 'webster', 'st', 'reported', '12/15/2021', '11:37', 'pm', 'call', '21000330824']"
@F1_Jordan Let’s go @MercedesAMGF1  let’s show the @fia they can’t treat @LewisHamilton like this anymore 💜💜 #IStandWithLewisHamilton #JusticeForLewis,"['let', 'go', 'let', 'show', 'treat', 'like', 'anymore', '💜💜', 'istandwithlewishamilton', 'justiceforlewis']",[' Let’s go   let’s show the  they can’t treat  like this anymore 💜💜 #IStandWithLewisHamilton #JusticeForLewis'],0.0,0.0,"['f1_jordan', 'let', 'go', 'mercedesamgf1', 'let', 'show', 'fia', 'treat', 'lewishamilton', 'like', 'anymore', '💜💜', 'istandwithlewishamilton', 'justiceforlewis']"
@Hales_F1 he clearly did not think it was safe enough to let cars drive at full speed hence no lapped cars passing before. It arguably only restarted because of the pressure to end under green flag. There was no more time to let lapped cars through and he should’ve accepted that,"['clearly', 'think', 'safe', 'enough', 'let', 'cars', 'drive', 'full', 'speed', 'hence', 'lapped', 'cars', 'passing', 'arguably', 'restarted', 'pressure', 'end', 'green', 'flag', 'time', 'let', 'lapped', 'cars', 'accepted']","[' he clearly did not think it was safe enough to let cars drive at full speed hence no lapped cars passing before.', 'It arguably only restarted because of the pressure to end under green flag.', 'There was no more time to let lapped cars through and he should’ve accepted that']",0.07142857142857142,0.5333333333333333,"['hales_f1', 'clearly', 'think', 'safe', 'enough', 'let', 'cars', 'drive', 'full', 'speed', 'hence', 'lapped', 'cars', 'passing', 'arguably', 'restarted', 'pressure', 'end', 'green', 'flag', 'time', 'let', 'lapped', 'cars', 'accepted']"
@F1 @LewisHamilton @LewisHamilton Congrats,['congrats'],['   Congrats'],0.0,0.0,"['f1', 'lewishamilton', 'lewishamilton', 'congrats']"
"@SilverArrowsNet We’re all with you on this, the whole world witnessed the crime, it will be an easy decision in court, F1 inflicted damage on themselves by stealing Lewis’ World Title and not reversing their mistake","['whole', 'world', 'witnessed', 'crime', 'easy', 'decision', 'court', 'f1', 'inflicted', 'damage', 'stealing', 'lewis', 'world', 'title', 'reversing', 'mistake']","[' We’re all with you on this, the whole world witnessed the crime, it will be an easy decision in court, F1 inflicted damage on themselves by stealing Lewis’ World Title and not reversing their mistake']",0.31666666666666665,0.6166666666666667,"['silverarrowsnet', 'whole', 'world', 'witnessed', 'crime', 'easy', 'decision', 'court', 'f1', 'inflicted', 'damage', 'stealing', 'lewis', 'world', 'title', 'reversing', 'mistake']"
@F1 @LewisHamilton Give him his 8th wdc then you can post him,"['give', '8th', 'wdc', 'post']",['  Give him his 8th wdc then you can post him'],0.0,0.0,"['f1', 'lewishamilton', 'give', '8th', 'wdc', 'post']"
Announcement- Red Bull Racing - 2022 new driver line up - Max Verstappen - Sergio Perez/Michael Masi. The driver 2 pair will swap 5 laps from the end of each race.@MercedesAMGF1 @redbullracing #f1 #FIA @LewisHamilton,"['announcement-', 'red', 'bull', 'racing', '2022', 'new', 'driver', 'line', 'max', 'verstappen', 'sergio', 'perez/michael', 'masi', 'driver', '2', 'pair', 'swap', '5', 'laps', 'end', 'race', 'f1', 'fia']","['Announcement- Red Bull Racing - 2022 new driver line up - Max Verstappen - Sergio Perez/Michael Masi.', 'The driver 2 pair will swap 5 laps from the end of each race.', '#f1 #FIA']",0.06818181818181818,0.22727272727272727,"['announcement-', 'red', 'bull', 'racing', '2022', 'new', 'driver', 'line', 'max', 'verstappen', 'sergio', 'perez/michael', 'masi', 'driver', '2', 'pair', 'swap', '5', 'laps', 'end', 'race.mercedesamgf1', 'redbullracing', 'f1', 'fia', 'lewishamilton']"
2/2 and they were really serious about that this could be Max’s last title. In F1 we have still more and more young drivers who are hungry and they will fight. And in general they think RB will not be as fast as they were now. They said even Mclaren and Ferrari will be faster.,"['2/2', 'really', 'serious', 'could', 'max', 'last', 'title', 'f1', 'still', 'young', 'drivers', 'hungry', 'fight', 'general', 'think', 'rb', 'fast', 'said', 'even', 'mclaren', 'ferrari', 'faster']","['2/2 and they were really serious about that this could be Max’s last title.', 'In F1 we have still more and more young drivers who are hungry and they will fight.', 'And in general they think RB will not be as fast as they were now.', 'They said even Mclaren and Ferrari will be faster.']",0.14523809523809525,0.46190476190476193,"['2/2', 'really', 'serious', 'could', 'max', 'last', 'title', 'f1', 'still', 'young', 'drivers', 'hungry', 'fight', 'general', 'think', 'rb', 'fast', 'said', 'even', 'mclaren', 'ferrari', 'faster']"
Good morning. #IStandWithLewisHamilton ✊✊✊✊✊✊✊✊✊🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦 @LewisHamilton @MercedesAMGF1 @F1Media @F1,"['good', 'morning', 'istandwithlewishamilton', '✊✊✊✊✊✊✊✊✊🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦']","['Good morning.', '#IStandWithLewisHamilton ✊✊✊✊✊✊✊✊✊🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦']",0.7,0.6000000000000001,"['good', 'morning', 'istandwithlewishamilton', '✊✊✊✊✊✊✊✊✊🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦', 'lewishamilton', 'mercedesamgf1', 'f1media', 'f1']"
"@Bigashuk2 @Gagladla @Backupdevice2 @NierboL @F1MikaHakkinen @Max33Verstappen @F1 Ricciardo? Rosberg did in the same car and also Vettel did, when he had a better car. In the past 7 years there were no car even close to Mercedes. Even Bottas was second in the WC 😀 
It was like Schumacher in 1999-2002. The car made the difference, not the driver.","['ricciardo', 'rosberg', 'car', 'also', 'vettel', 'better', 'car', 'past', '7', 'years', 'car', 'even', 'close', 'mercedes', 'even', 'bottas', 'second', 'wc', '😀', 'like', 'schumacher', '1999-2002', 'car', 'made', 'difference', 'driver']","['       Ricciardo?', 'Rosberg did in the same car and also Vettel did, when he had a better car.', 'In the past 7 years there were no car even close to Mercedes.', 'Even Bottas was second in the WC 😀 \nIt was like Schumacher in 1999-2002.', 'The car made the difference, not the driver.']",0.0625,0.21875,"['bigashuk2', 'gagladla', 'backupdevice2', 'nierbol', 'f1mikahakkinen', 'max33verstappen', 'f1', 'ricciardo', 'rosberg', 'car', 'also', 'vettel', 'better', 'car', 'past', '7', 'years', 'car', 'even', 'close', 'mercedes', 'even', 'bottas', 'second', 'wc', '😀', 'like', 'schumacher', '1999-2002', 'car', 'made', 'difference', 'driver']"
@imtheformula The F1 teacher,"['f1', 'teacher']",[' The F1 teacher'],0.0,0.0,"['imtheformula', 'f1', 'teacher']"
@Professor_Dale Lewis Hamilton won. The @fia decision. And he done it with style,"['lewis', 'hamilton', 'decision', 'done', 'style']","[' Lewis Hamilton won.', 'The  decision.', 'And he done it with style']",0.0,0.0,"['professor_dale', 'lewis', 'hamilton', 'fia', 'decision', 'done', 'style']"
"@_the44 @fia @F1 Thank you very much appreciated.  However the main instigator of this whole injustice and not for the first time was Christian Horner.   His conversation with Masi was basically telling him what to do, again not for the first time. Nobody has questioned him WHY

#IStandWithLewis","['thank', 'much', 'appreciated', 'however', 'main', 'instigator', 'whole', 'injustice', 'first', 'time', 'christian', 'horner', 'conversation', 'masi', 'basically', 'telling', 'first', 'time', 'nobody', 'questioned', 'istandwithlewis']","['   Thank you very much appreciated.', 'However the main instigator of this whole injustice and not for the first time was Christian Horner.', 'His conversation with Masi was basically telling him what to do, again not for the first time.', 'Nobody has questioned him WHY\n\n#IStandWithLewis']",0.17777777777777778,0.25,"['_the44', 'fia', 'f1', 'thank', 'much', 'appreciated', 'however', 'main', 'instigator', 'whole', 'injustice', 'first', 'time', 'christian', 'horner', 'conversation', 'masi', 'basically', 'telling', 'first', 'time', 'nobody', 'questioned', 'istandwithlewis']"
"@alexberesfordTV So so deserved, Massive congratulations Sir Lewis Hamilton ❤️","['deserved', 'massive', 'congratulations', 'sir', 'lewis', 'hamilton', '❤️']","[' So so deserved, Massive congratulations Sir Lewis Hamilton ❤️']",0.0,1.0,"['alexberesfordtv', 'deserved', 'massive', 'congratulations', 'sir', 'lewis', 'hamilton', '❤️']"
@firstorlastbaby @Flashakis @F1 @LewisHamilton Yes and especially after LH race engineer asked him “ checking what tyre you would like to change to in the event of a safety car ?” ….. so yes they were definitely conned and didn’t know they could change tyres !!!😂😂😂,"['yes', 'especially', 'lh', 'race', 'engineer', 'asked', 'checking', 'tyre', 'would', 'like', 'change', 'event', 'safety', 'car', '…', '..', 'yes', 'definitely', 'conned', 'know', 'could', 'change', 'tyres', '😂😂😂']","['    Yes and especially after LH race engineer asked him “ checking what tyre you would like to change to in the event of a safety car ?” ….. so yes they were definitely conned and didn’t know they could change tyres !!', '!😂😂😂']",0.0,0.75,"['firstorlastbaby', 'flashakis', 'f1', 'lewishamilton', 'yes', 'especially', 'lh', 'race', 'engineer', 'asked', 'checking', 'tyre', 'would', 'like', 'change', 'event', 'safety', 'car', '…', '..', 'yes', 'definitely', 'conned', 'know', 'could', 'change', 'tyres', '😂😂😂']"
@rasmusguldager what about lewis hamilton,"['lewis', 'hamilton']",[' what about lewis hamilton'],0.0,0.0,"['rasmusguldager', 'lewis', 'hamilton']"
@786ark @RobLMyers @gwkj1 @MercedesAMGF1 Hamilton would have won if the 5 cars were left between himself and Verstappen. Hamilton would also have won if all cars were required to unlap before the safety car went in. It's not the safety car itself but the ad-hoc approach to how we restarted.,"['hamilton', 'would', '5', 'cars', 'left', 'verstappen', 'hamilton', 'would', 'also', 'cars', 'required', 'unlap', 'safety', 'car', 'went', 'safety', 'car', 'ad-hoc', 'approach', 'restarted']","['    Hamilton would have won if the 5 cars were left between himself and Verstappen.', 'Hamilton would also have won if all cars were required to unlap before the safety car went in.', ""It's not the safety car itself but the ad-hoc approach to how we restarted.""]",0.0,0.0,"['786ark', 'roblmyers', 'gwkj1', 'mercedesamgf1', 'hamilton', 'would', '5', 'cars', 'left', 'verstappen', 'hamilton', 'would', 'also', 'cars', 'required', 'unlap', 'safety', 'car', 'went', 'safety', 'car', 'ad-hoc', 'approach', 'restarted']"
@MUnitedGirl @F1 @fia Whoever designed that morning coat for Lewis is a genius. The off centre two buttons and the two fish eye lapels are just beautiful. He does wear it well.,"['whoever', 'designed', 'morning', 'coat', 'lewis', 'genius', 'centre', 'two', 'buttons', 'two', 'fish', 'eye', 'lapels', 'beautiful', 'wear', 'well']","['   Whoever designed that morning coat for Lewis is a genius.', 'The off centre two buttons and the two fish eye lapels are just beautiful.', 'He does wear it well.']",0.85,1.0,"['munitedgirl', 'f1', 'fia', 'whoever', 'designed', 'morning', 'coat', 'lewis', 'genius', 'centre', 'two', 'buttons', 'two', 'fish', 'eye', 'lapels', 'beautiful', 'wear', 'well']"
"@Andrew_Hezekiah @ant_iuculano @Undisputed67 @pqtdc @F1 @redbullracing Verstappen outraced Hamilton in Imola, Had a racing incident at Monza, Outqualified Hamilton at Spa, did hard racing at Brazil, and got rear ended by Hamilton in Jeddah.","['verstappen', 'outraced', 'hamilton', 'imola', 'racing', 'incident', 'monza', 'outqualified', 'hamilton', 'spa', 'hard', 'racing', 'brazil', 'got', 'rear', 'ended', 'hamilton', 'jeddah']","['      Verstappen outraced Hamilton in Imola, Had a racing incident at Monza, Outqualified Hamilton at Spa, did hard racing at Brazil, and got rear ended by Hamilton in Jeddah.']",-0.2916666666666667,0.5416666666666666,"['andrew_hezekiah', 'ant_iuculano', 'undisputed67', 'pqtdc', 'f1', 'redbullracing', 'verstappen', 'outraced', 'hamilton', 'imola', 'racing', 'incident', 'monza', 'outqualified', 'hamilton', 'spa', 'hard', 'racing', 'brazil', 'got', 'rear', 'ended', 'hamilton', 'jeddah']"
"Omo!!!! 

The amount of bile thrown at Sir Lewis Hamilton in the last few days make me cringe. 

Black people at the top need extra grace.","['omo', 'amount', 'bile', 'thrown', 'sir', 'lewis', 'hamilton', 'last', 'days', 'make', 'cringe', 'black', 'people', 'top', 'need', 'extra', 'grace']","['Omo!!!!', 'The amount of bile thrown at Sir Lewis Hamilton in the last few days make me cringe.', 'Black people at the top need extra grace.']",0.02666666666666666,0.24000000000000005,"['omo', 'amount', 'bile', 'thrown', 'sir', 'lewis', 'hamilton', 'last', 'days', 'make', 'cringe', 'black', 'people', 'top', 'need', 'extra', 'grace']"
@F1 @Max33Verstappen These cunts are probably going to also decide after soo many years that lewis’s mum isn’t his and she’s verstappen’s.,"['cunts', 'probably', 'going', 'also', 'decide', 'soo', 'many', 'years', 'lewis', 'mum', 'verstappen']",['  These cunts are probably going to also decide after soo many years that lewis’s mum isn’t his and she’s verstappen’s.'],0.5,0.5,"['f1', 'max33verstappen', 'cunts', 'probably', 'going', 'also', 'decide', 'soo', 'many', 'years', 'lewis', 'mum', 'verstappen']"
"@lindsay_maughan I used to like you until that dig at the end. But you are right, f1 is certainly more exciting than golf, except when I’m playing it. Then it’s a total thrill-fest. 🧐","['used', 'like', 'dig', 'end', 'right', 'f1', 'certainly', 'exciting', 'golf', 'except', 'playing', 'total', 'thrill-fest', '\U0001f9d0']","[' I used to like you until that dig at the end.', 'But you are right, f1 is certainly more exciting than golf, except when I’m playing it.', 'Then it’s a total thrill-fest.', '\U0001f9d0']",0.2714285714285714,0.6464285714285714,"['lindsay_maughan', 'used', 'like', 'dig', 'end', 'right', 'f1', 'certainly', 'exciting', 'golf', 'except', 'playing', 'total', 'thrill-fest', '\U0001f9d0']"
"@simonadams18 @MercedesAMGF1 @LewisHamilton F1 has been a product first &amp; a sport second since Schumacher effectively stole one of his titles ramming Hill out of the last race of the season. In a formula run in the spirit of motorsport, he would have been disqualified IMHO.","['f1', 'product', 'first', '&', 'amp', ';', 'sport', 'second', 'since', 'schumacher', 'effectively', 'stole', 'one', 'titles', 'ramming', 'hill', 'last', 'race', 'season', 'formula', 'run', 'spirit', 'motorsport', 'would', 'disqualified', 'imho']","['   F1 has been a product first &amp; a sport second since Schumacher effectively stole one of his titles ramming Hill out of the last race of the season.', 'In a formula run in the spirit of motorsport, he would have been disqualified IMHO.']",0.2125,0.3,"['simonadams18', 'mercedesamgf1', 'lewishamilton', 'f1', 'product', 'first', '&', 'amp', ';', 'sport', 'second', 'since', 'schumacher', 'effectively', 'stole', 'one', 'titles', 'ramming', 'hill', 'last', 'race', 'season', 'formula', 'run', 'spirit', 'motorsport', 'would', 'disqualified', 'imho']"
"@pukabowers Yeah , the outcome of a daft race doesn't interest me. I never mentioned lewis Hamilton. And yes, of course you're standing with poor kids and not really Mr Rashford. However 'hungry kids' have tried to shame the Tories for decades and MR does it regularly.","['yeah', 'outcome', 'daft', 'race', ""n't"", 'interest', 'never', 'mentioned', 'lewis', 'hamilton', 'yes', 'course', ""'re"", 'standing', 'poor', 'kids', 'really', 'mr', 'rashford', 'however', ""'hungry"", 'kids', 'tried', 'shame', 'tories', 'decades', 'mr', 'regularly']","["" Yeah , the outcome of a daft race doesn't interest me."", 'I never mentioned lewis Hamilton.', ""And yes, of course you're standing with poor kids and not really Mr Rashford."", ""However 'hungry kids' have tried to shame the Tories for decades and MR does it regularly.""]",-0.16666666666666666,0.2923076923076923,"['pukabowers', 'yeah', 'outcome', 'daft', 'race', ""n't"", 'interest', 'never', 'mentioned', 'lewis', 'hamilton', 'yes', 'course', ""'re"", 'standing', 'poor', 'kids', 'really', 'mr', 'rashford', 'however', ""'hungry"", 'kids', 'tried', 'shame', 'tories', 'decades', 'mr', 'regularly']"
@richardaucock @F1 @LewisHamilton *7... Is your last name based on James May?,"['*', '7', '...', 'last', 'name', 'based', 'james', 'may']",['   *7... Is your last name based on James May?'],0.0,0.06666666666666667,"['richardaucock', 'f1', 'lewishamilton', '*', '7', '...', 'last', 'name', 'based', 'james', 'may']"
@Hales_F1 I understand the safety car advantage part fully. Im saying that at 57/58 when the decision came down to basically choosing who would win then there’s no reason you should choose Verstappen instead of Hamilton based on the race we saw.,"['understand', 'safety', 'car', 'advantage', 'part', 'fully', 'im', 'saying', '57/58', 'decision', 'came', 'basically', 'choosing', 'would', 'win', 'reason', 'choose', 'verstappen', 'instead', 'hamilton', 'based', 'race', 'saw']","[' I understand the safety car advantage part fully.', 'Im saying that at 57/58 when the decision came down to basically choosing who would win then there’s no reason you should choose Verstappen instead of Hamilton based on the race we saw.']",0.32222222222222224,0.34444444444444444,"['hales_f1', 'understand', 'safety', 'car', 'advantage', 'part', 'fully', 'im', 'saying', '57/58', 'decision', 'came', 'basically', 'choosing', 'would', 'win', 'reason', 'choose', 'verstappen', 'instead', 'hamilton', 'based', 'race', 'saw']"
@li_roy_c Yeah I haven’t quite gotten the hang of that. I hear that a lot. You been following F1 for how long now?,"['yeah', 'quite', 'gotten', 'hang', 'hear', 'lot', 'following', 'f1', 'long']","[' Yeah I haven’t quite gotten the hang of that.', 'I hear that a lot.', 'You been following F1 for how long now?']",-0.025,0.25,"['li_roy_c', 'yeah', 'quite', 'gotten', 'hang', 'hear', 'lot', 'following', 'f1', 'long']"
@RyanLancaster67 @BBCRosAtkins If you'd actually understand f1 and watch the practice sessions and telemetry you'd know that 40 laps old hard tyres vs relatively brand new softs on lighter fuel loads is actually over 4 seconds a lap quicker. Get back to watching netflix,"[""'d"", 'actually', 'understand', 'f1', 'watch', 'practice', 'sessions', 'telemetry', ""'d"", 'know', '40', 'laps', 'old', 'hard', 'tyres', 'vs', 'relatively', 'brand', 'new', 'softs', 'lighter', 'fuel', 'loads', 'actually', '4', 'seconds', 'lap', 'quicker', 'get', 'back', 'watching', 'netflix']","[""  If you'd actually understand f1 and watch the practice sessions and telemetry you'd know that 40 laps old hard tyres vs relatively brand new softs on lighter fuel loads is actually over 4 seconds a lap quicker."", 'Get back to watching netflix']",-0.007900432900432904,0.19945887445887447,"['ryanlancaster67', 'bbcrosatkins', ""'d"", 'actually', 'understand', 'f1', 'watch', 'practice', 'sessions', 'telemetry', ""'d"", 'know', '40', 'laps', 'old', 'hard', 'tyres', 'vs', 'relatively', 'brand', 'new', 'softs', 'lighter', 'fuel', 'loads', 'actually', '4', 'seconds', 'lap', 'quicker', 'get', 'back', 'watching', 'netflix']"
#MasiOUT The FIA are expected to announce today the sacking of race director Michael Masi as they attempt to prove that there won’t be any bias in next year’s show. He will be replaced by ex-F1 driver Jos Verstappen. #F1xed @fia @redbullracing,"['masiout', 'fia', 'expected', 'announce', 'today', 'sacking', 'race', 'director', 'michael', 'masi', 'attempt', 'prove', 'bias', 'next', 'year', 'show', 'replaced', 'ex-f1', 'driver', 'jos', 'verstappen', 'f1xed']","['#MasiOUT The FIA are expected to announce today the sacking of race director Michael Masi as they attempt to prove that there won’t be any bias in next year’s show.', 'He will be replaced by ex-F1 driver Jos Verstappen.', '#F1xed']",-0.05,0.2,"['masiout', 'fia', 'expected', 'announce', 'today', 'sacking', 'race', 'director', 'michael', 'masi', 'attempt', 'prove', 'bias', 'next', 'year', 'show', 'replaced', 'ex-f1', 'driver', 'jos', 'verstappen', 'f1xed', 'fia', 'redbullracing']"
@trudylewington @WendyHough16 @jenros2 @F1 @fia @MercedesAMGF1 @LewisHamilton Yes without a doubt. You only need to go back and look at some of his comments ‘adolf hitler is man who got thinks done’ ‘it’s not my fault I’m white’ and lots lots more.,"['yes', 'without', 'doubt', 'need', 'go', 'back', 'look', 'comments', '‘', 'adolf', 'hitler', 'man', 'got', 'thinks', 'done', '‘', 'fault', 'white', 'lots', 'lots']","['       Yes without a doubt.', 'You only need to go back and look at some of his comments ‘adolf hitler is man who got thinks done’ ‘it’s not my fault I’m white’ and lots lots more.']",0.125,0.375,"['trudylewington', 'wendyhough16', 'jenros2', 'f1', 'fia', 'mercedesamgf1', 'lewishamilton', 'yes', 'without', 'doubt', 'need', 'go', 'back', 'look', 'comments', '‘', 'adolf', 'hitler', 'man', 'got', 'thinks', 'done', '‘', 'fault', 'white', 'lots', 'lots']"
"@lxwisnorris @F1 It's the same reason they won't do anything about the title or sacking masi, they don't want to be proven wrong because they know they fucked up","['reason', 'wo', ""n't"", 'anything', 'title', 'sacking', 'masi', ""n't"", 'want', 'proven', 'wrong', 'know', 'fucked']","[""  It's the same reason they won't do anything about the title or sacking masi, they don't want to be proven wrong because they know they fucked up""]",-0.3666666666666667,0.575,"['lxwisnorris', 'f1', 'reason', 'wo', ""n't"", 'anything', 'title', 'sacking', 'masi', ""n't"", 'want', 'proven', 'wrong', 'know', 'fucked']"
"@wtf1official Max did miracle, no other pilot in F1 would be able to defeat Mercedes with red bull in the hybrid era.   
Of course Mercedes was faster, but red bull used their advantage as much as they could.","['max', 'miracle', 'pilot', 'f1', 'would', 'able', 'defeat', 'mercedes', 'red', 'bull', 'hybrid', 'era', 'course', 'mercedes', 'faster', 'red', 'bull', 'used', 'advantage', 'much', 'could']","[' Max did miracle, no other pilot in F1 would be able to defeat Mercedes with red bull in the hybrid era.', 'Of course Mercedes was faster, but red bull used their advantage as much as they could.']",0.1525,0.24,"['wtf1official', 'max', 'miracle', 'pilot', 'f1', 'would', 'able', 'defeat', 'mercedes', 'red', 'bull', 'hybrid', 'era', 'course', 'mercedes', 'faster', 'red', 'bull', 'used', 'advantage', 'much', 'could']"
"@Peter_Streck @_kristina_fit @HillF1 Fact is that the Race Director changed how he would react AFTER both teams committed to a strategy they could not change.

The MB strategy was spot on until Christian Hotner lobbied Michael Masi and he changed his mind.","['fact', 'race', 'director', 'changed', 'would', 'react', 'teams', 'committed', 'strategy', 'could', 'change', 'mb', 'strategy', 'spot', 'christian', 'hotner', 'lobbied', 'michael', 'masi', 'changed', 'mind']","['   Fact is that the Race Director changed how he would react AFTER both teams committed to a strategy they could not change.', 'The MB strategy was spot on until Christian Hotner lobbied Michael Masi and he changed his mind.']",0.0,0.0,"['peter_streck', '_kristina_fit', 'hillf1', 'fact', 'race', 'director', 'changed', 'would', 'react', 'teams', 'committed', 'strategy', 'could', 'change', 'mb', 'strategy', 'spot', 'christian', 'hotner', 'lobbied', 'michael', 'masi', 'changed', 'mind']"
"@comeatanewtime @Scarch97 @SofianAissaoui @LewisHamilton @CanalplusF1 @fia @F1 @TeamHamiltonFR @PET_Motorsports It wasn’t boring for me, Mercedes were clever enough to build a decent car and gave the best driver, they won through fair play, it was up to the other teams to catch up. A driver shouldn’t be gifted the win just for entertainment value","['boring', 'mercedes', 'clever', 'enough', 'build', 'decent', 'car', 'gave', 'best', 'driver', 'fair', 'play', 'teams', 'catch', 'driver', 'gifted', 'win', 'entertainment', 'value']","['         It wasn’t boring for me, Mercedes were clever enough to build a decent car and gave the best driver, they won through fair play, it was up to the other teams to catch up.', 'A driver shouldn’t be gifted the win just for entertainment value']",0.24537037037037035,0.663888888888889,"['comeatanewtime', 'scarch97', 'sofianaissaoui', 'lewishamilton', 'canalplusf1', 'fia', 'f1', 'teamhamiltonfr', 'pet_motorsports', 'boring', 'mercedes', 'clever', 'enough', 'build', 'decent', 'car', 'gave', 'best', 'driver', 'fair', 'play', 'teams', 'catch', 'driver', 'gifted', 'win', 'entertainment', 'value']"
"@falconpunch4444 @Jacck03 @SkySportsF1 I think MB need to make clear they’re appealing not to change the result but to get clarity about the role of the RD in relation to the rule book. Too many inconsistent decisions this season, this is about the integrity of F1.","['think', 'mb', 'need', 'make', 'clear', 'appealing', 'change', 'result', 'get', 'clarity', 'role', 'rd', 'relation', 'rule', 'book', 'many', 'inconsistent', 'decisions', 'season', 'integrity', 'f1']","['   I think MB need to make clear they’re appealing not to change the result but to get clarity about the role of the RD in relation to the rule book.', 'Too many inconsistent decisions this season, this is about the integrity of F1.']",0.3666666666666667,0.4611111111111111,"['falconpunch4444', 'jacck03', 'skysportsf1', 'think', 'mb', 'need', 'make', 'clear', 'appealing', 'change', 'result', 'get', 'clarity', 'role', 'rd', 'relation', 'rule', 'book', 'many', 'inconsistent', 'decisions', 'season', 'integrity', 'f1']"
"Watch all the people who unsubscribed F1 TV during the break because of ""the robbed championship"" come back quietly in March on F1 TV 😂","['watch', 'people', 'unsubscribed', 'f1', 'tv', 'break', '``', 'robbed', 'championship', ""''"", 'come', 'back', 'quietly', 'march', 'f1', 'tv', '😂']","['Watch all the people who unsubscribed F1 TV during the break because of ""the robbed championship"" come back quietly in March on F1 TV 😂']",0.0,0.16666666666666666,"['watch', 'people', 'unsubscribed', 'f1', 'tv', 'break', '``', 'robbed', 'championship', ""''"", 'come', 'back', 'quietly', 'march', 'f1', 'tv', '😂']"
@LDfragrances @F1 @LewisHamilton Tissues for everyone 🤡,"['tissues', 'everyone', '🤡']",['   Tissues for everyone 🤡'],0.0,0.0,"['ldfragrances', 'f1', 'lewishamilton', 'tissues', 'everyone', '🤡']"
so much happened lewis hamilton badly accelerated out of the corner,"['much', 'happened', 'lewis', 'hamilton', 'badly', 'accelerated', 'corner']",['so much happened lewis hamilton badly accelerated out of the corner'],-0.24999999999999992,0.43333333333333335,"['much', 'happened', 'lewis', 'hamilton', 'badly', 'accelerated', 'corner']"
"@langers1975YNWA @Anthony_Bulmer @SkySportsNews Also gets paid more but not necessarily EARNS more than anyone else in this country?
Gets millions just for having multiple company logos on his driving kit?
F1 is not just about the drivers. It's the wealthiest team manufacturer of car and tyres etc.","['also', 'gets', 'paid', 'necessarily', 'earns', 'anyone', 'else', 'country', 'gets', 'millions', 'multiple', 'company', 'logos', 'driving', 'kit', 'f1', 'drivers', 'wealthiest', 'team', 'manufacturer', 'car', 'tyres', 'etc']","['   Also gets paid more but not necessarily EARNS more than anyone else in this country?', 'Gets millions just for having multiple company logos on his driving kit?', 'F1 is not just about the drivers.', ""It's the wealthiest team manufacturer of car and tyres etc.""]",0.25,0.5,"['langers1975ynwa', 'anthony_bulmer', 'skysportsnews', 'also', 'gets', 'paid', 'necessarily', 'earns', 'anyone', 'else', 'country', 'gets', 'millions', 'multiple', 'company', 'logos', 'driving', 'kit', 'f1', 'drivers', 'wealthiest', 'team', 'manufacturer', 'car', 'tyres', 'etc']"
